ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4,didakta_combined
6,ἀργεϊφόντης,Ἀργειφόντης,n-s---mn-,NomInd,4.0,SBJ,5.145,NomInd,,,,NomInd
7,·,·,u--------,,0.0,AuxK,5.145,,,,,
1,&quot;,&quot;,u--------,,7.0,AuxG,5.146,,,,,
2,οὕτω,οὕτως,d--------,adv indeclform,4.0,ADV,5.146,,,,,
3,νῦν,νῦν,d--------,adv indeclform,4.0,ADV,5.146,,,,,
4,ἀπόπεμπε,ἀποπέμπω,v2spma---,ImprComm,7.0,PRED_CO,5.146,ImprComm,,,,ImprComm
5,",",",",u--------,,7.0,AuxX,5.146,,,,,
6,Διὸς,Ζεύς,n-s---mg-,GenPos,9.0,ATR,5.146,GenPos,,,,GenPos
7,δ',δέ,g--------,particle indeclform,0.0,COORD,5.146,,,,,
8,ἐποπίζεο,ἐποπίζομαι,v2spme---,ImprComm,7.0,PRED_CO,5.146,ImprComm,,,,ImprComm
9,μῆνιν,μῆνις,n-s---fa-,AccObj,8.0,OBJ,5.146,AccObj,,,,AccObj
10,",",",",u--------,,11.0,AuxX,5.146,,,,,
11,μή,μή,c--------,Subcl5,8.0,AuxC,5.147,,,,,
12,πώς,πως,g--------,particle indeclform,16.0,AuxY,5.147,,,,,
13,τοι,σύ,p2s----d-,"DatAdvn, Pron1",16.0,OBJ,5.147,DatAdvn,,,,DatAdvn
14,μετόπισθε,μετόπισθε,d--------,adv indeclform,16.0,ADV,5.147,,,,,
15,κοτεσσάμενος,κοτέω,v-sapmmn-,"NomSubj, PartCirc.4",16.0,ADV,5.147,NomSubj,PartCirc.4,,,NomSubj|PartCirc.4
16,χαλεπήνῃ,χαλεπαίνω,v3sasa---,Subj (Subcl5),11.0,ADV,5.147,,,,,
17,.,.,u--------,,0.0,AuxK,5.147,,,,,
18,&quot;,&quot;,u--------,,7.0,AuxG,5.147,,,,,
1,ὣς,ὡς,d--------,adv indeclform,3.0,ADV,5.148,,,,,
2,ἄρα,ἄρα,g--------,particle indeclform,3.0,AuxY,5.148,,,,,
3,φωνήσας,φωνέω,v-sapamn-,"NomSubj, PartCirc.7",4.0,ADV,5.148,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
4,ἀπέβη,ἀποβαίνω,v3saia---,AorIngr,0.0,PRED,5.148,AorIngr,,,,AorIngr
5,κρατὺς,κρατύς,a-s---mn-,NomSubj,6.0,ATR,5.148,NomSubj,,,,NomSubj
6,ἀργεϊφόντης,Ἀργειφόντης,n-s---mn-,NomSubj,4.0,SBJ,5.148,NomSubj,,,,NomSubj
7,·,·,u--------,,0.0,AuxK,5.148,,,,,
1,ἡ,ὁ,p-s---fn-,"NomSubj, Pron4",16.0,SBJ_AP,5.149,NomSubj,,,,NomSubj
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.149,,,,,
3,ἐπ',ἐπί,r--------,Prep5,8.0,AuxP,5.149,,,,,
4,Ὀδυσσῆα,Ὀδυσσεύς,n-s---ma-,AccDirec.1 (Prep5),3.0,OBJ,5.149,,,,,
5,μεγαλήτορα,μεγαλήτωρ,n-s---ma-,AccDirec.1 (Prep5),4.0,ATR,5.149,,,,,
6,πότνια,πότνια,n-s---fn-,NomSubj,7.0,ATR,5.149,NomSubj,,,,NomSubj
7,νύμφη,νύμφη,n-s---fn-,NomSubj,16.0,SBJ_AP,5.149,NomSubj,,,,NomSubj
8,ἤι',εἶμι,v3siia---,ImpfCons,2.0,PRED_CO,5.15,ImpfCons,,,,ImpfCons
9,",",",",u--------,,10.0,AuxX,5.15,,,,,
10,ἐπεὶ,ἐπεί,c--------,conj indeclform,8.0,AuxC,5.15,,,,,
11,δὴ,δή,g--------,particle indeclform,13.0,AuxY,5.15,,,,,
12,Ζηνὸς,Ζεύς,n-s---mg-,GenPos,14.0,ATR,5.15,GenPos,,,,GenPos
13,ἐπέκλυεν,ἐπικλύω,v3saia---,Aor,10.0,ADV,5.15,Aor,,,,Aor
14,ἀγγελιάων,ἀγγελία,n-p---fg-,GenVerb,13.0,OBJ,5.15,GenVerb,,,,GenVerb
15,.,.,u--------,,0.0,AuxK,5.15,,,,,
1,τὸν,ὁ,p-s---ma-,"AccObj, Pron4",6.0,OBJ,5.151,AccObj,,,,AccObj
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.151,,,,,
3,ἄρ',ἄρα,g--------,particle indeclform,6.0,AuxY,5.151,,,,,
4,ἐπ',ἐπί,r--------,Prep3,7.0,AuxP,5.151,,,,,
5,ἀκτῆς,ἀκτή,n-s---fg-,GenLoc (Prep3),4.0,OBJ,5.151,GenLoc (Prep3),,,,GenLoc (Prep3)
6,εὗρε,εὑρίσκω,v2sama---,AorIngr,2.0,PRED_CO,5.151,AorIngr,,,,AorIngr
7,καθήμενον,κάθημαι,v-srpema-,"AccObj, PartAttr",1.0,ATV,5.151,AccObj,PartAttr,,,AccObj|PartAttr
8,·,·,u--------,,0.0,AuxK,5.151,,,,,
1,οὐ,οὐ,d--------,adv indeclform,6.0,AuxZ,5.151,,,,,
2,δέ,δέ,g--------,particle indeclform,9.0,COORD,5.151,,,,,
3,ποτ',ποτέ,g--------,particle indeclform,6.0,ADV,5.151,,,,,
4,ὄσσε,ὄσσε,n-d---nn-,NomSubj,6.0,SBJ,5.151,NomSubj,,,,NomSubj
5,δακρυόφιν,δάκρυον,n-p---ng-,GenVerb.1,6.0,OBJ,5.152,GenVerb.1,,,,GenVerb.1
6,τέρσοντο,τέρσομαι,v3piip---,"ImpfDesc, Pass",9.0,PRED_CO,5.152,ImpfDesc,Pass,,,ImpfDesc|Pass
7,",",",",u--------,,9.0,AuxX,5.152,,,,,
8,κατείβετο,κατείβω,v3siie---,"ImpfDesc, MidIndir",9.0,PRED_CO,5.152,ImpfDesc,MidIndir,,,ImpfDesc|MidIndir
9,δὲ,δέ,g--------,particle indeclform,0.0,COORD,5.152,,,,,
10,γλυκὺς,γλυκύς,a-s---mn-,NomSubj,11.0,ATR,5.152,NomSubj,,,,NomSubj
11,αἰὼν,αἰών,n-s---mn-,NomSubj,8.0,SBJ,5.152,NomSubj,,,,NomSubj
12,νόστον,νόστος,n-s---ma-,AccObj,13.0,OBJ,5.153,AccObj,,,,AccObj
13,ὀδυρομένῳ,ὀδύρομαι,v-sppemd-,"DatAdvn, PartAttr",20.0,ATV,5.153,DatAdvn,PartAttr,,,DatAdvn|PartAttr
14,",",",",u--------,,15.0,AuxX,5.153,,,,,
15,ἐπεὶ,ἐπεί,c--------,conj indeclform,9.0,AuxC,5.153,,,,,
16,οὐκέτι,οὐκέτι,d--------,adv indeclform,17.0,ADV,5.153,,,,,
17,ἥνδανε,ἁνδάνω,v3siia---,Impf,15.0,ADV,5.153,Impf,,,,Impf
18,νύμφη,νύμφη,n-s---fn-,NomSubj,17.0,SBJ,5.153,NomSubj,,,,NomSubj
19,.,.,u--------,,0.0,AuxK,5.153,,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,6.0,AuxY,5.154,,,,,
2,ἦ,ἦ,d--------,adv indeclform,6.0,AuxY,5.154,,,,,
3,τοι,τοι,g--------,particle indeclform,6.0,AuxY,5.154,,,,,
4,νύκτας,νύξ,n-p---fa-,AccTime,6.0,ADV,5.154,AccTime,,,,AccTime
5,μὲν,μέν,g--------,particle indeclform,6.0,AuxY,5.154,,,,,
6,ἰαύεσκεν,ἰαύω,v3siia---,ImpfIter.1,0.0,PRED,5.154,ImpfIter.1,,,,ImpfIter.1
7,καὶ,καί,d--------,conj indeclform,8.0,AuxZ,5.154,,,,,
8,ἀνάγκῃ,ἀνάγκη,n-s---fd-,DatInstr,6.0,ADV,5.154,DatInstr,,,,DatInstr
9,ἐν,ἐν,r--------,Prep3,6.0,AuxP,5.155,,,,,
10,σπέσσι,σπέος,n-p---nd-,DatLoc (Prep3),9.0,ADV,5.155,DatLoc (Prep3),,,,DatLoc (Prep3)
11,γλαφυροῖσι,γλαφυρός,a-p---nd-,DatLoc (Prep3),10.0,ATR,5.155,DatLoc (Prep3),,,,DatLoc (Prep3)
12,παρ',παρά,r--------,Prep5,6.0,AuxP,5.155,,,,,
13,οὐκ,οὐ,d--------,adv indeclform,14.0,AuxZ,5.155,,,,,
14,ἐθέλων,ἐθέλω,v-sppamn-,"NomSubj, PartAttr",6.0,ADV,5.155,NomSubj,PartAttr,,,NomSubj|PartAttr
15,ἐθελούσῃ,ἐθέλω,v-sppafd-,"DatLoc (Prep5), PartAttr",12.0,ADV,5.155,DatLoc (Prep5),PartAttr,,,DatLoc (Prep5)|PartAttr
16,·,·,u--------,,0.0,AuxK,5.155,,,,,
1,ἤματα,ἦμαρ,n-p---na-,AccTime,18.0,ADV,5.156,AccTime,,,,AccTime
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.156,,,,,
3,ἂμ,ἀνά,r--------,Prep5,7.0,AuxP,5.156,,,,,
4,πέτρῃσι,πέτρα,n-p---fd-,DatLoc (Prep5),5.0,ADV_CO,5.156,DatLoc (Prep5),,,,DatLoc (Prep5)
5,καὶ,καί,c--------,conj indeclform,3.0,COORD,5.156,,,,,
6,ἠιόνεσσι,ἠιών,n-p---fd-,DatLoc (Prep5),5.0,ADV_CO,5.156,DatLoc (Prep5),,,,DatLoc (Prep5)
7,καθίζων,καθίζω,v-sppamn-,"NomSubj, PartCirc.1",18.0,ADV,5.156,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
8,δάκρυσι,δάκρυον,n-p---nd-,DatInstr,11.0,ADV_CO,5.157,DatInstr,,,,DatInstr
9,καὶ,καί,c--------,conj indeclform,11.0,AuxY,5.157,,,,,
10,στοναχῇσι,στοναχή,n-p---fd-,DatInstr,11.0,ADV_CO,5.157,DatInstr,,,,DatInstr
11,καὶ,καί,c--------,conj indeclform,14.0,COORD,5.157,,,,,
12,ἄλγεσι,ἄλγος,n-p---nd-,DatInstr,11.0,ADV_CO,5.157,DatInstr,,,,DatInstr
13,θυμὸν,θυμός,n-s---ma-,AccObj,14.0,OBJ,5.157,AccObj,,,,AccObj
14,ἐρέχθων,ἐρέχθω,v-sppamn-,"NomSubj, PartAttr",18.0,ADV,5.157,NomSubj,PartAttr,,,NomSubj|PartAttr
15,πόντον,πόντος,n-s---ma-,AccDirec.1 (Prep5),16.0,OBJ,5.158,,,,,
16,ἐπ',ἐπί,r--------,Prep5,18.0,AuxP,5.158,,,,,
17,ἀτρύγετον,ἀτρύγετος,a-s---ma-,AccDirec.1 (Prep5),15.0,ATR,5.158,,,,,
18,δερκέσκετο,δέρκομαι,v3siie---,ImpfIter.1,2.0,PRED_CO,5.158,ImpfIter.1,,,,ImpfIter.1
19,δάκρυα,δάκρυον,n-p---na-,AccObj,20.0,OBJ,5.158,AccObj,,,,AccObj
20,λείβων,λείβω,v-sppamn-,"NomSubj, PartCirc.1",18.0,ADV,5.158,NomSubj,PartCirc.1,,,NomSubj|PartCirc.1
21,.,.,u--------,,0.0,AuxK,5.158,,,,,
1,ἀγχοῦ,ἀγχοῦ,d--------,adv indeclform,3.0,ADV,5.159,,,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.159,,,,,
3,ἱσταμένη,ἵστημι,v-sppefn-,"NomSubj, PartCirc.7",4.0,ADV,5.159,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
4,προσεφώνεε,προσφωνέω,v3siia---,ImpfCons,2.0,PRED_CO,5.159,ImpfCons,,,,ImpfCons
5,δῖα,δῖος,a-s---fn-,NomInd,4.0,SBJ,5.159,NomInd,,,,NomInd
6,θεάων,θεά,n-p---fg-,GenPart,5.0,ATR,5.159,GenPart,,,,GenPart
7,·,·,u--------,,0.0,AuxK,5.159,,,,,
1,&quot;,&quot;,u--------,,11.0,AuxG,5.16,,,,,
2,κάμμορε,κάμμορος,a-s---mv-,Voc,11.0,ExD,5.16,Voc,,,,Voc
3,",",",",u--------,,2.0,AuxX,5.16,,,,,
4,μή,μή,d--------,ImprComm (mh),8.0,AuxZ,5.16,ImprComm (mh),,,,ImprComm (mh)
5,μοι,ἐγώ,p1s---fd-,DatAccom,8.0,ADV,5.16,DatAccom,,,,DatAccom
6,ἔτ',ἔτι,d--------,adv indeclform,8.0,ADV,5.16,,,,,
7,ἐνθάδ',ἐνθάδε,d--------,adv indeclform,8.0,ADV,5.16,,,,,
8,ὀδύρεο,ὀδύρομαι,v2spme---,ImprCommB,11.0,PRED_CO,5.16,ImprCommB,,,,ImprCommB
9,",",",",u--------,,11.0,AuxX,5.16,,,,,
10,μη,μή,g--------,ImprComm (mh),14.0,AuxZ,5.16,ImprComm (mh),,,,ImprComm (mh)
11,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.16,,,,,
12,τοι,σύ,p2s----d-,DatPos,13.0,ATR,5.16,DatPos,,,,DatPos
13,αἰὼν,αἰών,n-s---mn-,NomSubj,14.0,SBJ,5.16,NomSubj,,,,NomSubj
14,φθινέτω,φθίω,v3spma---,ImprCommC,11.0,PRED_CO,5.161,ImprCommC,,,,ImprCommC
15,·,·,u--------,,0.0,AuxK,5.161,,,,,
1,ἤδη,ἤδη,d--------,adv indeclform,6.0,ADV,5.161,,,,,
2,γάρ,γάρ,g--------,particle indeclform,6.0,AuxY,5.161,,,,,
3,σε,σύ,p2s----a-,"AccObj, Pron1",6.0,OBJ,5.161,AccObj,,,,AccObj
4,μάλα,μάλα,d--------,adv indeclform,5.0,AuxZ,5.161,,,,,
5,πρόφρασσ',πρόφρασσα,a-s---fn-,NomSubj,6.0,AtvV,5.161,NomSubj,,,,NomSubj
6,ἀποπέμψω,ἀποπέμπω,v1sfia---,Fut,0.0,PRED,5.161,Fut,,,,Fut
7,.,.,u--------,,0.0,AuxK,5.161,,,,,
1,ἀλλ',ἀλλά,d--------,adv indeclform,6.0,AuxY,5.162,,,,,
2,ἄγε,ἄγε,d--------,adv indeclform,6.0,AuxY,5.162,,,,,
3,δούρατα,δόρυ,n-p---na-,AccObj,5.0,OBJ,5.162,AccObj,,,,AccObj
4,μακρὰ,μακρός,a-p---na-,AccObj,3.0,ATR,5.162,AccObj,,,,AccObj
5,ταμὼν,τέμνω,v-sapamn-,"NomSubj, PartCirc.7",6.0,ADV,5.162,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
6,ἁρμόζεο,ἁρμόζω,v2spme---,"ImprComm, N1",0.0,PRED,5.162,ImprComm,,,,ImprComm
7,χαλκῷ,χαλκός,n-s---md-,DatInstr,6.0,ADV,5.162,DatInstr,,,,DatInstr
8,εὐρεῖαν,εὐρύς,a-s---fa-,AccObj,9.0,ATR,5.163,AccObj,,,,AccObj
9,σχεδίην,σχεδία,n-s---fa-,AccObj,6.0,OBJ,5.163,AccObj,,,,AccObj
10,·,·,u--------,,0.0,AuxK,5.163,,,,,
1,ἀτὰρ,ἀτάρ,g--------,particle indeclform,3.0,AuxY,5.163,,,,,
2,ἴκρια,ἴκρια,n-p---na-,AccObj,3.0,OBJ,5.163,AccObj,,,,AccObj
3,πῆξαι,πήγνυμι,v2samm---,"AorDram, ImprComm, MidIndir",0.0,PRED,5.163,AorDram,ImprComm,MidIndir,,AorDram|ImprComm|MidIndir
4,ἐπ',ἐπί,r--------,Prep3,3.0,AuxP,5.163,,,,,
5,αὐτῆς,αὐτός,a-s---fg-,GenLoc (Prep3),4.0,OBJ,5.163,GenLoc (Prep3),,,,GenLoc (Prep3)
6,ὑψοῦ,ὑψοῦ,d--------,adv indeclform,3.0,ADV,5.164,,,,,
7,",",",",u--------,,8.0,AuxX,5.164,,,,,
8,ὥς,ὡς,c--------,Subcl4,3.0,AuxC,5.164,,,,,
9,σε,σύ,p2s----a-,"AccObj, Pron1",10.0,OBJ,5.164,AccObj,,,,AccObj
10,φέρῃσιν,φέρω,v3spsa---,Subj (Subcl4),8.0,ADV,5.164,,,,,
11,ἐπ',ἐπί,r--------,Prep5,10.0,AuxP,5.164,,,,,
12,ἠεροειδέα,ἠεροειδής,a-s---ma-,AccDirec.1 (Prep5),13.0,ATR,5.164,,,,,
13,πόντον,πόντος,n-s---ma-,AccDirec.1 (Prep5),11.0,OBJ,5.164,,,,,
14,.,.,u--------,,0.0,AuxK,5.164,,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,9.0,AuxY,5.165,,,,,
2,ἐγὼ,ἐγώ,p1s---fn-,"NomSubj, Pron1",9.0,SBJ,5.165,NomSubj,,,,NomSubj
3,σῖτον,σῖτος,n-s---ma-,AccObj,6.0,OBJ_CO,5.165,AccObj,,,,AccObj
4,καὶ,καί,c--------,conj indeclform,6.0,AuxY,5.165,,,,,
5,ὕδωρ,ὕδωρ,n-s---na-,AccObj,6.0,OBJ_CO,5.165,AccObj,,,,AccObj
6,καὶ,καί,c--------,conj indeclform,9.0,COORD,5.165,,,,,
7,οἶνον,οἶνος,n-s---ma-,AccObj,6.0,OBJ_CO,5.165,AccObj,,,,AccObj
8,ἐρυθρὸν,ἐρυθρός,a-s---ma-,AccObj,7.0,ATR,5.165,AccObj,,,,AccObj
9,ἐνθήσω,ἐντίθημι,v1sfia---,Fut,19.0,PRED_CO,5.166,Fut,,,,Fut
10,μενοεικέ',μενοεικής,a-s---ma-,AccObj,7.0,ATR,5.166,AccObj,,,,AccObj
11,",",",",u--------,,16.0,AuxX,5.166,,,,,
12,ἅ,ὅς,p-p---nn-,"NomSubj, Pron8",16.0,SBJ,5.166,NomSubj,,,,NomSubj
13,κέν,ἄν,g--------,OptSubor (an),16.0,AuxZ,5.166,OptSubor (an),,,,OptSubor (an)
14,τοι,σύ,p2s----d-,DatAdvn,16.0,OBJ,5.166,DatAdvn,,,,DatAdvn
15,λιμὸν,λιμός,n-s---ma-,AccObj,16.0,OBJ,5.166,AccObj,,,,AccObj
16,ἐρύκοι,ἐρύκω,v3spoa---,OptSubor,6.0,ATR,5.166,OptSubor,,,,OptSubor
17,",",",",u--------,,19.0,AuxX,5.166,,,,,
18,εἵματά,εἷμα,n-p---na-,AccObj,20.0,OBJ,5.167,AccObj,,,,AccObj
19,τ',τε,g--------,particle indeclform,0.0,COORD,5.167,,,,,
20,ἀμφιέσω,ἀμφιάζω,v1sfia---,Fut,19.0,PRED_CO,5.167,Fut,,,,Fut
21,·,·,u--------,,0.0,AuxK,5.167,,,,,
1,πέμψω,πέμπω,v1sfia---,Fut,2.0,PRED_CO,5.167,Fut,,,,Fut
2,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.167,,,,,
3,τοι,σύ,p2s----d-,DatVerb,1.0,OBJ,5.167,DatVerb,,,,DatVerb
4,οὖρον,οὖρος,n-s---ma-,AccObj,1.0,OBJ,5.167,AccObj,,,,AccObj
5,ὄπισθεν,ὄπισθεν,d--------,adv indeclform,1.0,ADV,5.167,,,,,
6,",",",",u--------,,7.0,AuxX,5.167,,,,,
7,ὥς,ὡς,c--------,Subcl4,1.0,AuxC,5.168,,,,,
8,κε,ἄν,g--------,Subcl4,14.0,AuxZ,5.168,,,,,
9,μάλ',μάλα,d--------,adv indeclform,10.0,AuxZ,5.168,,,,,
10,ἀσκηθὴς,ἀσκηθής,a-s---mn-,NomSubj,14.0,AtvV,5.168,NomSubj,,,,NomSubj
11,σὴν,σός,a-s---fa-,"AccDirec, Pron1",13.0,ATR,5.168,AccDirec,,,,AccDirec
12,πατρίδα,πατρίς,a-s---fa-,AccDirec,13.0,ATR,5.168,AccDirec,,,,AccDirec
13,γαῖαν,γαῖα,n-s---fa-,AccDirec,14.0,OBJ,5.168,AccDirec,,,,AccDirec
14,ἵκηαι,ἱκνέομαι,v2sase---,Subj (Subcl4),7.0,ADV,5.168,,,,,
15,",",",",u--------,,16.0,AuxX,5.168,,,,,
16,αἴ,εἰ,c--------,Cond2,14.0,AuxC,5.169,,,,,
17,κε,ἄν,g--------,particle indeclform,20.0,AuxZ,5.169,,,,,
18,θεοί,θεός,n-p---mn-,NomSubj,20.0,SBJ,5.169,NomSubj,,,,NomSubj
19,γ',γε,g--------,particle indeclform,18.0,AuxZ,5.169,,,,,
20,ἐθέλωσι,ἐθέλω,v3ppsa---,SubjSubor (Cond2 protasis--- Subcl4 takes place of apodosis),16.0,ADV,5.169,SubjSubor (Cond2 protasis--- Subcl4 takes place of apodosis),,,,SubjSubor (Cond2 protasis--- Subcl4 takes place of apodosis)
21,",",",",u--------,,25.0,AuxX,5.169,,,,,
22,τοὶ,ὁ,p-p---mn-,"NomSubj, Pron8",25.0,SBJ,5.169,NomSubj,,,,NomSubj
23,οὐρανὸν,οὐρανός,n-s---ma-,AccObj,25.0,OBJ,5.169,AccObj,,,,AccObj
24,εὐρὺν,εὐρύς,a-s---ma-,AccObj,23.0,ATR,5.169,AccObj,,,,AccObj
25,ἔχουσιν,ἔχω,v3ppia---,"PresIter.1., Ind, Act",18.0,ATR,5.169,PresIter.1.,Ind,Act,,PresIter.1.|Ind|Act
26,",",",",u--------,,30.0,AuxX,5.169,,,,,
27,οἵ,ὅς,p-p---mn-,"NomSubj, Pron8",30.0,SBJ,5.17,NomSubj,,,,NomSubj
28,μευ,ἐγώ,p1s---fg-,GenComp,29.0,ATR,5.17,GenComp,,,,GenComp
29,φέρτεροί,φέρτατος,a-p---mn-,NomPred,30.0,PNOM,5.17,NomPred,,,,NomPred
30,εἰσι,εἰμί,v3ppia---,"PresIter.1., Ind, Act",18.0,ATR,5.17,PresIter.1.,Ind,Act,,PresIter.1.|Ind|Act
31,νοῆσαί,νοέω,v--ana---,InfDyn,34.0,ADV_CO,5.17,InfDyn,,,,InfDyn
32,τε,τε,g--------,particle indeclform,34.0,AuxY,5.17,,,,,
33,κρῆναί,κραίνω,v--ana---,InfDyn,34.0,ADV_CO,5.17,InfDyn,,,,InfDyn
34,τε,τε,g--------,particle indeclform,30.0,COORD,5.17,,,,,
35,.,.,u--------,,0.0,AuxK,5.17,,,,,
36,&quot;,&quot;,u--------,,2.0,AuxG,5.17,,,,,
1,ὣς,ὡς,d--------,adv indeclform,2.0,ADV,5.171,,,,,
2,φάτο,φημί,v3sai----,Impf.2,10.0,PRED_CO,5.171,Impf.2,,,,Impf.2
3,",",",",u--------,,10.0,AuxX,5.171,,,,,
4,ῥίγησεν,ῥιγέω,v3saia---,AorIngr,10.0,PRED_CO,5.171,AorIngr,,,,AorIngr
5,δὲ,δέ,g--------,particle indeclform,10.0,AuxY,5.171,,,,,
6,πολύτλας,πολύτλας,n-s---mn-,NomSubj,8.0,ATR,5.171,NomSubj,,,,NomSubj
7,δῖος,δῖος,a-s---mn-,NomSubj,8.0,ATR,5.171,NomSubj,,,,NomSubj
8,Ὀδυσσεύς,Ὀδυσσεύς,n-s---mn-,NomSubj,4.0,SBJ,5.171,NomSubj,,,,NomSubj
9,",",",",u--------,,10.0,AuxX,5.171,,,,,
10,καί,καί,c--------,conj indeclform,0.0,COORD,5.172,,,,,
11,μιν,μιν,p-s---fa-,"AccObj, Pron4",15.0,OBJ,5.172,AccObj,,,,AccObj
12,φωνήσας,φωνέω,v-sapamn-,"NomSubj, PartCirc.3",15.0,ADV,5.172,NomSubj,PartCirc.3,,,NomSubj|PartCirc.3
13,ἔπεα,ἔπος,n-p---na-,AccObj,15.0,OBJ,5.172,AccObj,,,,AccObj
14,πτερόεντα,πτερόεις,a-p---na-,AccObj,13.0,ATR,5.172,AccObj,,,,AccObj
15,προσηύδα,προσαυδάω,v3siia---,ImpfCons,10.0,PRED_CO,5.172,ImpfCons,,,,ImpfCons
16,·,·,u--------,,0.0,AuxK,5.172,,,,,
1,&quot;,&quot;,u--------,,13.0,AuxG,5.173,,,,,
2,ἄλλο,ἄλλος,a-s---na-,AccObj,9.0,ATR,5.173,AccObj,,,,AccObj
3,τι,τις,p-s---na-,AccObj,9.0,ATR,5.173,AccObj,,,,AccObj
4,δὴ,δή,g--------,particle indeclform,10.0,AuxY,5.173,,,,,
5,σύ,σύ,p2s----n-,"NomSubj, Pron1",10.0,SBJ,5.173,NomSubj,,,,NomSubj
6,",",",",u--------,,7.0,AuxX,5.173,,,,,
7,θεά,θεά,n-s---fv-,Voc,10.0,ExD,5.173,Voc,,,,Voc
8,",",",",u--------,,7.0,AuxX,5.173,,,,,
9,τόδε,ὅδε,p-s---na-,AccAdv,10.0,OBJ,5.173,AccAdv,,,,AccAdv
10,μήδεαι,μήδομαι,v2spie---,"Pres, Ind, MidIndir",13.0,PRED_CO,5.173,Pres,Ind,MidIndir,,Pres|Ind|MidIndir
11,",",",",u--------,,13.0,AuxX,5.173,,,,,
12,οὐ,οὐ,d--------,adv indeclform,31.0,AuxZ,5.173,,,,,
13,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.173,,,,,
14,τι,τις,p-s---na-,AccAdv,31.0,AuxZ,5.173,AccAdv,,,,AccAdv
15,πομπήν,πομπή,n-s---fa-,AccObj,31.0,OBJ,5.173,AccObj,,,,AccObj
16,",",",",u--------,,19.0,AuxX,5.173,,,,,
17,ἥ,ὅς,p-s---fn-,"NomSubj, Pron8",19.0,SBJ,5.174,NomSubj,,,,NomSubj
18,με,ἐγώ,p1s---ma-,AccObj,21.0,SBJ,5.174,AccObj,,,,AccObj
19,κέλεαι,κέλομαι,v2spie---,Pres,5.0,ATR,5.174,Pres,,,,Pres
20,σχεδίῃ,σχεδία,n-s---fd-,DatLoc,21.0,ADV,5.174,DatLoc,,,,DatLoc
21,περάαν,περάω,v--pna---,InfDyn,19.0,OBJ,5.174,InfDyn,,,,InfDyn
22,μέγα,μέγας,a-s---na-,AccSpac,23.0,ATR,5.174,AccSpac,,,,AccSpac
23,λαῖτμα,λαῖτμα,n-s---na-,AccSpac,21.0,OBJ,5.174,AccSpac,,,,AccSpac
24,θαλάσσης,θάλασσα,n-s---fg-,GenExpl,23.0,ATR,5.174,GenExpl,,,,GenExpl
25,",",",",u--------,,29.0,AuxX,5.174,,,,,
26,δεινόν,δεινός,a-s---na-,AccSpac,29.0,ATR_CO,5.175,AccSpac,,,,AccSpac
27,τ',τε,g--------,particle indeclform,29.0,AuxY,5.175,,,,,
28,ἀργαλέον,ἀργαλέος,a-s---na-,AccSpac,29.0,ATR_CO,5.175,AccSpac,,,,AccSpac
29,τε,τε,g--------,particle indeclform,23.0,COORD,5.175,,,,,
30,·,·,u--------,,0.0,AuxK,5.175,,,,,
1,τὸ,ὁ,p-s---na-,"AccDirec.1 (Prep5), Pron4",9.0,OBJ,5.175,,,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.175,,,,,
3,οὐ,οὐ,d--------,adv indeclform,9.0,AuxZ,5.175,,,,,
4,δ',δέ,g--------,particle indeclform,9.0,AuxZ,5.175,,,,,
5,ἐπὶ,ἐπί,r--------,Prep5,9.0,AuxZ,5.175,,,,,
6,νῆες,ναῦς,n-p---fn-,NomSubj,9.0,SBJ,5.175,NomSubj,,,,NomSubj
7,ἐῖσαι,ἴσος,a-p---fn-,NomSubj,6.0,ATR,5.175,NomSubj,,,,NomSubj
8,ὠκύποροι,ὠκύπορος,a-p---fn-,NomSubj,6.0,ATR,5.176,NomSubj,,,,NomSubj
9,περόωσιν,περάω,v3ppia---,"PresIter.1., Ind, Act",2.0,PRED_CO,5.176,PresIter.1.,Ind,Act,,PresIter.1.|Ind|Act
10,",",",",u--------,,11.0,AuxX,5.176,,,,,
11,ἀγαλλόμεναι,ἀγάλλω,v-pppefn-,"NomSubj, PartCirc.7",9.0,ADV,5.176,NomSubj,PartCirc.7,,,NomSubj|PartCirc.7
12,Διὸς,Ζεύς,n-s---mg-,GenSep,13.0,ATR,5.176,GenSep,,,,GenSep
13,οὔρῳ,οὖρος,n-s---md-,DatVerb,11.0,OBJ,5.176,DatVerb,,,,DatVerb
14,.,.,u--------,,0.0,AuxK,5.176,,,,,
