ref,greek,lemma,pos,didakta,rel,syn,line,didakta_1,didakta_2,didakta_3,didakta_4
10,φέρῃσιν,φέρω,v3spsa---,Subj (Subcl4),8.0,ADV,5.164,Subj (Subcl4),,,
11,ἐπ',ἐπί,r--------,Prep5,10.0,AuxP,5.164,Prep5,,,
12,ἠεροειδέα,ἠεροειδής,a-s---ma-,AccDirec.1 (Prep5),13.0,ATR,5.164,AccDirec.1 (Prep5),,,
13,πόντον,πόντος,n-s---ma-,AccDirec.1 (Prep5),11.0,OBJ,5.164,AccDirec.1 (Prep5),,,
14,.,.,u--------,,0.0,AuxK,5.164,,,,
1,αὐτὰρ,ἀτάρ,g--------,particle indeclform,9.0,AuxY,5.165,particle indeclform,,,
2,ἐγὼ,ἐγώ,p1s---fn-,"NomSubj, Pron1",9.0,SBJ,5.165,NomSubj,Pron1,,
3,σῖτον,σῖτος,n-s---ma-,AccObj,6.0,OBJ_CO,5.165,AccObj,,,
4,καὶ,καί,c--------,conj indeclform,6.0,AuxY,5.165,conj indeclform,,,
5,ὕδωρ,ὕδωρ,n-s---na-,AccObj,6.0,OBJ_CO,5.165,AccObj,,,
6,καὶ,καί,c--------,conj indeclform,9.0,COORD,5.165,conj indeclform,,,
7,οἶνον,οἶνος,n-s---ma-,AccObj,6.0,OBJ_CO,5.165,AccObj,,,
8,ἐρυθρὸν,ἐρυθρός,a-s---ma-,AccObj,7.0,ATR,5.165,AccObj,,,
9,ἐνθήσω,ἐντίθημι,v1sfia---,Fut,19.0,PRED_CO,5.166,Fut,,,
10,μενοεικέ',μενοεικής,a-s---ma-,AccObj,7.0,ATR,5.166,AccObj,,,
11,",",",",u--------,,16.0,AuxX,5.166,,,,
12,ἅ,ὅς,p-p---nn-,"NomSubj, Pron8",16.0,SBJ,5.166,NomSubj,Pron8,,
13,κέν,ἄν,g--------,OptSubor (an),16.0,AuxZ,5.166,OptSubor (an),,,
14,τοι,σύ,p2s----d-,DatAdvn,16.0,OBJ,5.166,DatAdvn,,,
15,λιμὸν,λιμός,n-s---ma-,AccObj,16.0,OBJ,5.166,AccObj,,,
16,ἐρύκοι,ἐρύκω,v3spoa---,OptSubor,6.0,ATR,5.166,OptSubor,,,
17,",",",",u--------,,19.0,AuxX,5.166,,,,
18,εἵματά,εἷμα,n-p---na-,AccObj,20.0,OBJ,5.167,AccObj,,,
19,τ',τε,g--------,particle indeclform,0.0,COORD,5.167,particle indeclform,,,
20,ἀμφιέσω,ἀμφιάζω,v1sfia---,Fut,19.0,PRED_CO,5.167,Fut,,,
21,·,·,u--------,,0.0,AuxK,5.167,,,,
1,πέμψω,πέμπω,v1sfia---,Fut,2.0,PRED_CO,5.167,Fut,,,
2,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.167,particle indeclform,,,
3,τοι,σύ,p2s----d-,DatVerb,1.0,OBJ,5.167,DatVerb,,,
4,οὖρον,οὖρος,n-s---ma-,AccObj,1.0,OBJ,5.167,AccObj,,,
5,ὄπισθεν,ὄπισθεν,d--------,adv indeclform,1.0,ADV,5.167,adv indeclform,,,
6,",",",",u--------,,7.0,AuxX,5.167,,,,
7,ὥς,ὡς,c--------,Subcl4,1.0,AuxC,5.168,Subcl4,,,
8,κε,ἄν,g--------,Subcl4,14.0,AuxZ,5.168,Subcl4,,,
9,μάλ',μάλα,d--------,adv indeclform,10.0,AuxZ,5.168,adv indeclform,,,
10,ἀσκηθὴς,ἀσκηθής,a-s---mn-,NomSubj,14.0,AtvV,5.168,NomSubj,,,
11,σὴν,σός,a-s---fa-,"AccDirec, Pron1",13.0,ATR,5.168,AccDirec,Pron1,,
12,πατρίδα,πατρίς,a-s---fa-,AccDirec,13.0,ATR,5.168,AccDirec,,,
13,γαῖαν,γαῖα,n-s---fa-,AccDirec,14.0,OBJ,5.168,AccDirec,,,
14,ἵκηαι,ἱκνέομαι,v2sase---,Subj (Subcl4),7.0,ADV,5.168,Subj (Subcl4),,,
15,",",",",u--------,,16.0,AuxX,5.168,,,,
16,αἴ,εἰ,c--------,Cond2,14.0,AuxC,5.169,Cond2,,,
17,κε,ἄν,g--------,particle indeclform,20.0,AuxZ,5.169,particle indeclform,,,
18,θεοί,θεός,n-p---mn-,NomSubj,20.0,SBJ,5.169,NomSubj,,,
19,γ',γε,g--------,particle indeclform,18.0,AuxZ,5.169,particle indeclform,,,
20,ἐθέλωσι,ἐθέλω,v3ppsa---,SubjSubor (Cond2 protasis--- Subcl4 takes place of apodosis),16.0,ADV,5.169,SubjSubor (Cond2 protasis--- Subcl4 takes place of apodosis),,,
21,",",",",u--------,,25.0,AuxX,5.169,,,,
22,τοὶ,ὁ,p-p---mn-,"NomSubj, Pron8",25.0,SBJ,5.169,NomSubj,Pron8,,
23,οὐρανὸν,οὐρανός,n-s---ma-,AccObj,25.0,OBJ,5.169,AccObj,,,
24,εὐρὺν,εὐρύς,a-s---ma-,AccObj,23.0,ATR,5.169,AccObj,,,
25,ἔχουσιν,ἔχω,v3ppia---,"PresIter.1., Ind, Act",18.0,ATR,5.169,PresIter.1.,Ind,Act,
26,",",",",u--------,,30.0,AuxX,5.169,,,,
27,οἵ,ὅς,p-p---mn-,"NomSubj, Pron8",30.0,SBJ,5.17,NomSubj,Pron8,,
28,μευ,ἐγώ,p1s---fg-,GenComp,29.0,ATR,5.17,GenComp,,,
29,φέρτεροί,φέρτατος,a-p---mn-,NomPred,30.0,PNOM,5.17,NomPred,,,
30,εἰσι,εἰμί,v3ppia---,"PresIter.1., Ind, Act",18.0,ATR,5.17,PresIter.1.,Ind,Act,
31,νοῆσαί,νοέω,v--ana---,InfDyn,34.0,ADV_CO,5.17,InfDyn,,,
32,τε,τε,g--------,particle indeclform,34.0,AuxY,5.17,particle indeclform,,,
33,κρῆναί,κραίνω,v--ana---,InfDyn,34.0,ADV_CO,5.17,InfDyn,,,
34,τε,τε,g--------,particle indeclform,30.0,COORD,5.17,particle indeclform,,,
35,.,.,u--------,,0.0,AuxK,5.17,,,,
36,&quot;,&quot;,u--------,,2.0,AuxG,5.17,,,,
1,ὣς,ὡς,d--------,adv indeclform,2.0,ADV,5.171,adv indeclform,,,
2,φάτο,φημί,v3sai----,Impf.2,10.0,PRED_CO,5.171,Impf.2,,,
3,",",",",u--------,,10.0,AuxX,5.171,,,,
4,ῥίγησεν,ῥιγέω,v3saia---,AorIngr,10.0,PRED_CO,5.171,AorIngr,,,
5,δὲ,δέ,g--------,particle indeclform,10.0,AuxY,5.171,particle indeclform,,,
6,πολύτλας,πολύτλας,n-s---mn-,NomSubj,8.0,ATR,5.171,NomSubj,,,
7,δῖος,δῖος,a-s---mn-,NomSubj,8.0,ATR,5.171,NomSubj,,,
8,Ὀδυσσεύς,Ὀδυσσεύς,n-s---mn-,NomSubj,4.0,SBJ,5.171,NomSubj,,,
9,",",",",u--------,,10.0,AuxX,5.171,,,,
10,καί,καί,c--------,conj indeclform,0.0,COORD,5.172,conj indeclform,,,
11,μιν,μιν,p-s---fa-,"AccObj, Pron4",15.0,OBJ,5.172,AccObj,Pron4,,
12,φωνήσας,φωνέω,v-sapamn-,"NomSubj, PartCirc.3",15.0,ADV,5.172,NomSubj,PartCirc.3,,
13,ἔπεα,ἔπος,n-p---na-,AccObj,15.0,OBJ,5.172,AccObj,,,
14,πτερόεντα,πτερόεις,a-p---na-,AccObj,13.0,ATR,5.172,AccObj,,,
15,προσηύδα,προσαυδάω,v3siia---,ImpfCons,10.0,PRED_CO,5.172,ImpfCons,,,
16,·,·,u--------,,0.0,AuxK,5.172,,,,
1,&quot;,&quot;,u--------,,13.0,AuxG,5.173,,,,
2,ἄλλο,ἄλλος,a-s---na-,AccObj,9.0,ATR,5.173,AccObj,,,
3,τι,τις,p-s---na-,AccObj,9.0,ATR,5.173,AccObj,,,
4,δὴ,δή,g--------,particle indeclform,10.0,AuxY,5.173,particle indeclform,,,
5,σύ,σύ,p2s----n-,"NomSubj, Pron1",10.0,SBJ,5.173,NomSubj,Pron1,,
6,",",",",u--------,,7.0,AuxX,5.173,,,,
7,θεά,θεά,n-s---fv-,Voc,10.0,ExD,5.173,Voc,,,
8,",",",",u--------,,7.0,AuxX,5.173,,,,
9,τόδε,ὅδε,p-s---na-,AccAdv,10.0,OBJ,5.173,AccAdv,,,
10,μήδεαι,μήδομαι,v2spie---,"Pres, Ind, MidIndir",13.0,PRED_CO,5.173,Pres,Ind,MidIndir,
11,",",",",u--------,,13.0,AuxX,5.173,,,,
12,οὐ,οὐ,d--------,adv indeclform,31.0,AuxZ,5.173,adv indeclform,,,
13,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.173,particle indeclform,,,
14,τι,τις,p-s---na-,AccAdv,31.0,AuxZ,5.173,AccAdv,,,
15,πομπήν,πομπή,n-s---fa-,AccObj,31.0,OBJ,5.173,AccObj,,,
16,",",",",u--------,,19.0,AuxX,5.173,,,,
17,ἥ,ὅς,p-s---fn-,"NomSubj, Pron8",19.0,SBJ,5.174,NomSubj,Pron8,,
18,με,ἐγώ,p1s---ma-,AccObj,21.0,SBJ,5.174,AccObj,,,
19,κέλεαι,κέλομαι,v2spie---,Pres,5.0,ATR,5.174,Pres,,,
20,σχεδίῃ,σχεδία,n-s---fd-,DatLoc,21.0,ADV,5.174,DatLoc,,,
21,περάαν,περάω,v--pna---,InfDyn,19.0,OBJ,5.174,InfDyn,,,
22,μέγα,μέγας,a-s---na-,AccSpac,23.0,ATR,5.174,AccSpac,,,
23,λαῖτμα,λαῖτμα,n-s---na-,AccSpac,21.0,OBJ,5.174,AccSpac,,,
24,θαλάσσης,θάλασσα,n-s---fg-,GenExpl,23.0,ATR,5.174,GenExpl,,,
25,",",",",u--------,,29.0,AuxX,5.174,,,,
26,δεινόν,δεινός,a-s---na-,AccSpac,29.0,ATR_CO,5.175,AccSpac,,,
27,τ',τε,g--------,particle indeclform,29.0,AuxY,5.175,particle indeclform,,,
28,ἀργαλέον,ἀργαλέος,a-s---na-,AccSpac,29.0,ATR_CO,5.175,AccSpac,,,
29,τε,τε,g--------,particle indeclform,23.0,COORD,5.175,particle indeclform,,,
30,·,·,u--------,,0.0,AuxK,5.175,,,,
1,τὸ,ὁ,p-s---na-,"AccDirec.1 (Prep5), Pron4",9.0,OBJ,5.175,AccDirec.1 (Prep5),Pron4,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.175,particle indeclform,,,
3,οὐ,οὐ,d--------,adv indeclform,9.0,AuxZ,5.175,adv indeclform,,,
4,δ',δέ,g--------,particle indeclform,9.0,AuxZ,5.175,particle indeclform,,,
5,ἐπὶ,ἐπί,r--------,Prep5,9.0,AuxZ,5.175,Prep5,,,
6,νῆες,ναῦς,n-p---fn-,NomSubj,9.0,SBJ,5.175,NomSubj,,,
7,ἐῖσαι,ἴσος,a-p---fn-,NomSubj,6.0,ATR,5.175,NomSubj,,,
8,ὠκύποροι,ὠκύπορος,a-p---fn-,NomSubj,6.0,ATR,5.176,NomSubj,,,
9,περόωσιν,περάω,v3ppia---,"PresIter.1., Ind, Act",2.0,PRED_CO,5.176,PresIter.1.,Ind,Act,
10,",",",",u--------,,11.0,AuxX,5.176,,,,
11,ἀγαλλόμεναι,ἀγάλλω,v-pppefn-,"NomSubj, PartCirc.7",9.0,ADV,5.176,NomSubj,PartCirc.7,,
12,Διὸς,Ζεύς,n-s---mg-,GenSep,13.0,ATR,5.176,GenSep,,,
13,οὔρῳ,οὖρος,n-s---md-,DatVerb,11.0,OBJ,5.176,DatVerb,,,
14,.,.,u--------,,0.0,AuxK,5.176,,,,
1,οὐ,οὐ,d--------,adv indeclform,8.0,AuxZ,5.177,adv indeclform,,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.177,particle indeclform,,,
3,ἂν,ἄν,g--------,OptPoten (an),8.0,AuxZ,5.177,OptPoten (an),,,
4,ἐγὼν,ἐγώ,p1s---mn-,"NomSubj, Pron1",8.0,SBJ,5.177,NomSubj,Pron1,,
5,ἀέκητι,ἀέκητι,d--------,adv indeclform,8.0,ADV,5.177,adv indeclform,,,
6,σέθεν,σύ,p2s----g-,"GenPos, Pron1",5.0,ATR,5.177,GenPos,Pron1,,
7,σχεδίης,σχεδία,n-s---fg-,GenLoc,8.0,OBJ,5.177,GenLoc,,,
8,ἐπιβαίην,ἐπιβαίνω,v1saoa---,OptPoten,2.0,PRED_CO,5.177,OptPoten,,,
9,",",",",u--------,,10.0,AuxX,5.177,,,,
10,εἰ,εἰ,c--------,conj indeclform,8.0,AuxC,5.178,conj indeclform,,,
11,μή,μή,d--------,OptPoten.4 (mh),13.0,AuxZ,5.178,OptPoten.4 (mh),,,
12,μοι,ἐγώ,p1s---md-,DatVerb,20.0,OBJ,5.178,DatVerb,,,
13,τλαίης,τλάω,v2saoa---,OptPoten.4,10.0,ADV,5.178,OptPoten.4,,,
14,γε,γε,g--------,particle indeclform,13.0,AuxZ,5.178,particle indeclform,,,
15,",",",",u--------,,16.0,AuxX,5.178,,,,
16,θεά,θεά,n-s---fv-,Voc,8.0,ExD,5.178,Voc,,,
17,",",",",u--------,,16.0,AuxX,5.178,,,,
18,μέγαν,μέγας,a-s---ma-,AccObj,19.0,ATR,5.178,AccObj,,,
19,ὅρκον,ὅρκος,n-s---ma-,AccObj,31.0,OBJ_AP,5.178,AccObj,,,
20,ὀμόσσαι,ὄμνυμι,v--ana---,InfDyn,13.0,OBJ,5.178,InfDyn,,,
21,μή,μή,d--------,,27.0,AuxZ,5.179,,,,
22,τί,τις,p-s---na-,AccObj,25.0,ATR,5.179,AccObj,,,
23,μοι,ἐγώ,p1s---md-,"DatAdvn, Pron1",27.0,OBJ,5.179,DatAdvn,Pron1,,
24,αὐτῷ,αὐτός,a-s---md-,"DatAdvn, Pron2",23.0,ATR,5.179,DatAdvn,Pron2,,
25,πῆμα,πῆμα,n-s---na-,AccObj,27.0,OBJ,5.179,AccObj,,,
26,κακὸν,κακός,a-s---na-,AccObj,25.0,ATR,5.179,AccObj,,,
27,βουλευσέμεν,βουλεύω,v--fna---,"Fut, InfDec",31.0,OBJ_AP,5.179,Fut,InfDec,,
28,ἄλλο,ἄλλος,a-s---na-,AccObj,25.0,ATR,5.179,AccObj,,,
29,.,.,u--------,,0.0,AuxK,5.179,,,,
30,&quot;,&quot;,u--------,,2.0,AuxG,5.179,,,,
1,ὣς,ὡς,d--------,adv indeclform,2.0,ADV,5.18,adv indeclform,,,
2,φάτο,φημί,v3sai----,Impf.2,18.0,PRED_CO,5.18,Impf.2,,,
3,",",",",u--------,,18.0,AuxX,5.18,,,,
4,μείδησεν,μειδάω,v3saia---,AorIngr,18.0,PRED_CO,5.18,AorIngr,,,
5,δὲ,δέ,g--------,particle indeclform,18.0,AuxY,5.18,particle indeclform,,,
6,Καλυψὼ,Καλυψώ,n-s---fn-,NomSubj,21.0,SBJ_AP,5.18,NomSubj,,,
7,δῖα,δῖος,a-s---fn-,NomInd,21.0,SBJ_AP,5.18,NomInd,,,
8,θεάων,θεά,n-p---fg-,GenPart,7.0,ATR,5.18,GenPart,,,
9,",",",",u--------,,18.0,AuxX,5.18,,,,
10,χειρί,χείρ,n-s---fd-,DatInstr,13.0,ADV,5.181,DatInstr,,,
11,τέ,τε,g--------,particle indeclform,18.0,AuxY,5.181,particle indeclform,,,
12,μιν,μιν,p-s---ma-,"AccObj, Pron4",13.0,OBJ,5.181,AccObj,Pron4,,
13,κατέρεξεν,καταρρέζω,v3saia---,AorIngr,18.0,PRED_CO,5.181,AorIngr,,,
14,ἔπος,ἔπος,n-s---na-,AccObj,16.0,OBJ,5.181,AccObj,,,
15,τ',τε,g--------,particle indeclform,18.0,AuxY,5.181,particle indeclform,,,
16,ἔφατ',φημί,v3siie---,ImpfDesc,18.0,PRED_CO,5.181,ImpfDesc,,,
17,ἔκ,ἐκ,r--------,adv indeclform,19.0,AuxZ,5.181,adv indeclform,,,
18,τ',τε,g--------,particle indeclform,0.0,COORD,5.181,particle indeclform,,,
19,ὀνόμαζεν,ὀνομάζω,v3siia---,ImpfCons,18.0,PRED_CO,5.181,ImpfCons,,,
20,·,·,u--------,,0.0,AuxK,5.181,,,,
1,&quot;,&quot;,u--------,,6.0,AuxG,5.182,,,,
2,ἦ,ἦ,d--------,adv indeclform,6.0,AuxY,5.182,adv indeclform,,,
3,δὴ,δή,g--------,particle indeclform,6.0,AuxY,5.182,particle indeclform,,,
4,ἀλιτρός,ἀλιτρός,a-s---mn-,NomPred,7.0,PNOM_CO,5.182,NomPred,,,
5,γ',γε,g--------,particle indeclform,4.0,AuxZ,5.182,particle indeclform,,,
6,ἐσσὶ,εἰμί,v2spia---,"PresIter, Ind, Act",0.0,PRED,5.182,PresIter,Ind,Act,
7,καὶ,καί,c--------,conj indeclform,6.0,COORD,5.182,conj indeclform,,,
8,οὐκ,οὐ,d--------,adv indeclform,10.0,AuxZ,5.182,adv indeclform,,,
9,ἀποφώλια,ἀποφώλιος,a-p---na-,AccObj,10.0,OBJ,5.182,AccObj,,,
10,εἰδώς,οἶδα,v-srpamn-,"NomSubj, PartAttr",7.0,PNOM_CO,5.182,NomSubj,PartAttr,,
11,",",",",u--------,,19.0,AuxX,5.182,,,,
12,οἷον,οἷος,a-s---na-,AccObj,15.0,ATR,5.183,AccObj,,,
13,δὴ,δή,g--------,particle indeclform,16.0,AuxY,5.183,particle indeclform,,,
14,τὸν,ὁ,l--------,"AccObj, ArtSubs",15.0,ATR,5.183,AccObj,ArtSubs,,
15,μῦθον,μῦθος,n-s---ma-,AccObj,17.0,OBJ,5.183,AccObj,,,
16,ἐπεφράσθης,ἐπιφράζω,v2saip---,"AorIngr, Pass",19.0,ADV,5.183,AorIngr,Pass,,
17,ἀγορεῦσαι,ἀγορεύω,v--ana---,InfDyn,16.0,OBJ,5.183,InfDyn,,,
18,.,.,u--------,,0.0,AuxK,5.183,,,,
1,ἴστω,οἶδα,v3srma---,"Perf, ImprComm",0.0,PRED,5.184,Perf,ImprComm,,
2,νῦν,νῦν,d--------,adv indeclform,1.0,ADV,5.184,adv indeclform,,,
3,τόδε,ὅδε,p-s---na-,"AccObj, Pron4",24.0,OBJ_AP,5.184,AccObj,Pron4,,
4,γαῖα,γαῖα,n-s---fn-,NomSubj,9.0,SBJ_CO,5.184,NomSubj,,,
5,καὶ,καί,c--------,conj indeclform,9.0,AuxY,5.184,conj indeclform,,,
6,οὐρανὸς,οὐρανός,n-s---mn-,NomSubj,9.0,SBJ_CO,5.184,NomSubj,,,
7,εὐρὺς,εὐρύς,a-s---mn-,NomSubj,6.0,ATR,5.184,NomSubj,,,
8,ὕπερθε,ὕπερθεν,d--------,Prep5,6.0,ATR,5.184,Prep5,,,
9,καὶ,καί,c--------,conj indeclform,1.0,COORD,5.185,conj indeclform,,,
10,τὸ,ὁ,l-s---nn-,"NomSubj, ArtSubs",13.0,ATR,5.185,NomSubj,ArtSubs,,
11,κατειβόμενον,κατείβω,v-sppenn-,"NomSubj, PartAttr",13.0,ATR,5.185,NomSubj,PartAttr,,
12,Στυγὸς,Στύξ,n-s---fg-,GenPos,13.0,ATR,5.185,GenPos,,,
13,ὕδωρ,ὕδωρ,n-s---nn-,NomSubj,9.0,SBJ_CO,5.185,NomSubj,,,
14,",",",",u--------,,21.0,AuxX,5.185,,,,
15,ὅς,ὅς,p-s---mn-,"NomSubj, Pron8",21.0,SBJ,5.185,NomSubj,Pron8,,
16,τε,τε,g--------,particle indeclform,21.0,AuxY,5.185,particle indeclform,,,
17,μέγιστος,μέγας,a-s---mn-,NomPred,20.0,ATR_CO,5.185,NomPred,,,
18,ὅρκος,ὅρκος,n-s---mn-,NomPred,21.0,PNOM,5.186,NomPred,,,
19,δεινότατός,δεινός,a-s---mns,NomPred,20.0,ATR_CO,5.186,NomPred,,,
20,τε,τε,g--------,particle indeclform,18.0,COORD,5.186,particle indeclform,,,
21,πέλει,πέλω,v3spia---,"PresIter.1., Ind, Act",13.0,ATR,5.186,PresIter.1.,Ind,Act,
22,μακάρεσσι,μάκαρ,n-p---md-,DatVerb,23.0,ATR,5.186,DatVerb,,,
23,θεοῖσι,θεός,n-p---md-,DatVerb,21.0,OBJ,5.186,DatVerb,,,
24,",",",",u--------,,1.0,APOS,5.186,,,,
25,μή,μή,c--------,conj indeclform,31.0,AuxZ,5.187,conj indeclform,,,
26,τί,τις,p-s---na-,AccObj,29.0,ATR,5.187,AccObj,,,
27,τοι,σύ,p2s----d-,"DatAdvn, Pron1",31.0,OBJ,5.187,DatAdvn,Pron1,,
28,αὐτῷ,αὐτός,a-s---md-,"DatAdvn, Pron2",27.0,ATR,5.187,DatAdvn,Pron2,,
29,πῆμα,πῆμα,n-s---na-,AccObj,31.0,OBJ,5.187,AccObj,,,
30,κακὸν,κακός,a-s---na-,AccObj,29.0,ATR,5.187,AccObj,,,
31,βουλευσέμεν,βουλεύω,v--fna---,"Fut, InfDec",24.0,OBJ_AP,5.187,Fut,InfDec,,
32,ἄλλο,ἄλλος,a-s---na-,AccObj,29.0,ATR,5.187,AccObj,,,
33,.,.,u--------,,0.0,AuxK,5.187,,,,
1,ἀλλὰ,ἀλλά,d--------,adv indeclform,5.0,AuxY,5.188,adv indeclform,,,
2,τὰ,ὁ,p-p---na-,"AccObj, Pron4",5.0,OBJ,5.188,AccObj,Pron4,,
3,μὲν,μέν,g--------,particle indeclform,5.0,AuxY,5.188,particle indeclform,,,
4,νοέω,νοέω,v1spia---,"Pres, Ind, Act",5.0,PRED_CO,5.188,Pres,Ind,Act,
5,καὶ,καί,c--------,conj indeclform,0.0,COORD,5.188,conj indeclform,,,
6,φράσσομαι,φράζω,v1sfim---,"Fut, MidMent",5.0,PRED_CO,5.188,Fut,MidMent,,
7,",",",",u--------,,13.0,AuxX,5.188,,,,
8,ἅσσ',ὅστις,p-p---na-,"AccObj, Pron8",13.0,OBJ,5.188,AccObj,Pron8,,
9,ἂν,ἄν,g--------,OptPoten (an),13.0,AuxZ,5.188,OptPoten (an),,,
10,ἐμοί,ἐγώ,p1s---fd-,"DatAdvn, Pron1",13.0,ADV,5.188,DatAdvn,Pron1,,
11,περ,πέρ,g--------,particle indeclform,10.0,AuxZ,5.188,particle indeclform,,,
12,αὐτῇ,αὐτός,a-s---fd-,"DatAdvn, Pron2",10.0,ATR,5.189,DatAdvn,Pron2,,
13,μηδοίμην,μήδομαι,v1spoe---,OptPoten,2.0,ATR,5.189,OptPoten,,,
14,",",",",u--------,,15.0,AuxX,5.189,,,,
15,ὅτε,ὅτε,c--------,conj indeclform,13.0,AuxC,5.189,conj indeclform,,,
16,με,ἐγώ,p1s---fa-,AccObj,19.0,OBJ,5.189,AccObj,,,
17,χρειὼ,χρεώ,n-s---nn-,NomSubj,19.0,SBJ,5.189,NomSubj,,,
18,τόσον,τόσος,a-s---nn-,"NomSubj, Pron4",17.0,ATR,5.189,NomSubj,Pron4,,
19,ἵκοι,ἵκω,v3spoa---,OptSubor.B,15.0,ADV,5.189,OptSubor.B,,,
20,·,·,u--------,,0.0,AuxK,5.189,,,,
1,καὶ,καί,d--------,conj indeclform,3.0,AuxZ,5.19,conj indeclform,,,
2,γὰρ,γάρ,g--------,particle indeclform,5.0,AuxY,5.19,particle indeclform,,,
3,ἐμοὶ,ἐγώ,p1s---fd-,"DatPos, Pron1",5.0,OBJ,5.19,DatPos,Pron1,,
4,νόος,νόος,n-s---mn-,NomSubj,5.0,SBJ,5.19,NomSubj,,,
5,ἐστὶν,εἰμί,v3spia---,"Pres, Ind, Act",9.0,PRED_CO,5.19,Pres,Ind,Act,
6,ἐναίσιμος,ἐναίσιμος,a-s---mn-,NomPred,4.0,ATR,5.19,NomPred,,,
7,",",",",u--------,,9.0,AuxX,5.19,,,,
8,οὐ,οὐ,d--------,adv indeclform,21.0,AuxZ,5.19,adv indeclform,,,
9,δέ,δέ,g--------,particle indeclform,0.0,COORD,5.19,particle indeclform,,,
10,μοι,ἐγώ,p1s---fd-,"DatLoc (Prep3), Pron1",9.0,OBJ_ExD_PRED_CO,5.19,DatLoc (Prep3),Pron1,,
11,αὐτῇ,αὐτός,a-s---fd-,"DatLoc (Prep3), Pron2",10.0,ATR,5.19,DatLoc (Prep3),Pron2,,
12,θυμὸς,θυμός,n-s---mn-,NomSubj,21.0,SBJ,5.191,NomSubj,,,
13,ἐνὶ,ἐν,r--------,Prep3,12.0,AuxP,5.191,Prep3,,,
14,στήθεσσι,στῆθος,n-p---nd-,DatLoc (Prep3),13.0,ATR,5.191,DatLoc (Prep3),,,
15,σιδήρεος,σιδήρεος,a-s---mn-,NomPred,17.0,ATR_CO,5.191,NomPred,,,
16,",",",",u--------,,17.0,AuxX,5.191,,,,
17,ἀλλ',ἀλλά,c--------,adv indeclform,12.0,COORD,5.191,adv indeclform,,,
18,ἐλεήμων,ἐλεήμων,a-s---mn-,"NomPred, PartAttr",17.0,ATR_CO,5.191,NomPred,PartAttr,,
19,.,.,u--------,,0.0,AuxK,5.191,,,,
20,&quot;,&quot;,u--------,,9.0,AuxG,5.191,,,,
1,ὣς,ὡς,d--------,adv indeclform,3.0,ADV,5.192,adv indeclform,,,
2,ἄρα,ἄρα,g--------,particle indeclform,3.0,AuxY,5.192,particle indeclform,,,
3,φωνήσασ',φωνέω,v-sapafn-,"NomSubj, PartCirc.7",4.0,ADV,5.192,NomSubj,PartCirc.7,,
4,ἡγήσατο,ἡγέομαι,v3saim---,"Aor, MidIndir",0.0,PRED,5.192,Aor,MidIndir,,
5,δῖα,δῖος,a-s---fn-,NomSubj,4.0,SBJ,5.192,NomSubj,,,
6,θεάων,θεά,n-p---fg-,GenPart,5.0,ATR,5.192,GenPart,,,
7,καρπαλίμως,καρπάλιμος,d--------,adv indeclform,4.0,ADV,5.193,adv indeclform,,,
8,·,·,u--------,,0.0,AuxK,5.193,,,,
1,ὁ,ὁ,p-s---mn-,"NomSubj, Pron4",6.0,SBJ,5.193,NomSubj,Pron4,,
2,δ',δέ,g--------,particle indeclform,0.0,COORD,5.193,particle indeclform,,,
3,ἔπειτα,ἔπειτα,d--------,adv indeclform,6.0,ADV,5.193,adv indeclform,,,
4,μετ',μετά,r--------,Prep5,6.0,AuxP,5.193,Prep5,,,
5,ἴχνια,ἴχνιον,n-p---na-,AccDirec.1 (Prep5),4.0,OBJ,5.193,AccDirec.1 (Prep5),,,
6,βαῖνε,βαίνω,v3siia---,ImpfCons,2.0,PRED_CO,5.193,ImpfCons,,,
7,θεοῖο,θεός,n-s---fg-,GenPos,5.0,ATR,5.193,GenPos,,,
8,.,.,u--------,,0.0,AuxK,5.193,,,,
1,ἷξον,ἵκω,v3paia---,AorIngr,23.0,PRED_CO,5.194,AorIngr,,,
2,δὲ,δέ,g--------,particle indeclform,23.0,AuxY,5.194,particle indeclform,,,
3,σπεῖος,σπέος,n-s---na-,AccObj,1.0,OBJ,5.194,AccObj,,,
4,γλαφυρὸν,γλαφυρός,a-s---na-,AccObj,3.0,ATR,5.194,AccObj,,,
5,θεὸς,θεός,n-s---mn-,NomSubj,6.0,SBJ_CO,5.194,NomSubj,,,
6,ἠδὲ,ἠδέ,c--------,conj indeclform,7.0,AuxY,5.194,conj indeclform,,,
7,καὶ,καί,d--------,conj indeclform,1.0,COORD,5.194,conj indeclform,,,
8,ἀνήρ,ἀνήρ,n-s---mn-,NomSubj,7.0,SBJ_CO,5.194,NomSubj,,,
9,",",",",u--------,,23.0,AuxX,5.194,,,,
10,καί,καί,c--------,conj indeclform,23.0,AuxY,5.195,conj indeclform,,,
11,ῥ',ἄρα,g--------,particle indeclform,15.0,AuxY,5.195,particle indeclform,,,
12,ὁ,ὁ,p-s---mn-,"NomSubj, Pron4",15.0,SBJ,5.195,NomSubj,Pron4,,
13,μὲν,μέν,g--------,particle indeclform,15.0,AuxY,5.195,particle indeclform,,,
