sentence_subdoc,sentence_id,document_id,ref,greek,lemma,pos,rel,syn,cite,didakta,didakta_tense,didakta_voice,didakta_mood
12.230,2278006,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,κορυθαίολος,κορυθαίολος,a-s---mn-,8,ATR,urn:cts:greekLit:tlg0012.tlg001:12.230,NomSubj,,,
12.230,2278006,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,Ἕκτωρ,Ἕκτωρ,n-s---mn-,6,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.230,NomSubj,,,
12.230,2278006,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,·,·,u--------,0,AuxK,,,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,Πουλυδάμα,Πουλυδάμας,n-s---mv-,10,ExD,urn:cts:greekLit:tlg0012.tlg001:12.231,Voc,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,",",",",u--------,1,AuxX,,,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,σὺ,σύ,p-s----n-,10,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.231,NomSubj,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,μὲν,μέν,g--------,10,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.231,,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,οὐκ,οὐ,d--------,6,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.231,,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἔτ̓,ἔτι,d--------,10,ADV,urn:cts:greekLit:tlg0012.tlg001:12.231,,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,ἐμοὶ,ἐγώ,p-s---md-,8,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.231,DatPos,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,φίλα,φίλος,a-p---na-,9,ATV,urn:cts:greekLit:tlg0012.tlg001:12.231,AccObj,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,ταῦτ̓,οὗτος,a-p---na-,10,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.231,AccObj,,,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ἀγορεύεις,ἀγορεύω,v2spia---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:12.231,Pres_Ind_unknown,Pres,Ind,
12.231,2278007,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,·,·,u--------,0,AuxK,,,,,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,οἶσθα,οἶδα,v2sria---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:12.232,Perf_unknown_unknown,Perf,unknown,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,καὶ,καί,d--------,3,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.232,,,,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἄλλον,ἄλλος,a-s---ma-,4,ATR,urn:cts:greekLit:tlg0012.tlg001:12.232,AccSubj,,,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,μῦθον,μῦθος,n-s---ma-,7,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.232,AccObj,,,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἀμείνονα,ἀμείνων,a-s---mac,4,ATR,urn:cts:greekLit:tlg0012.tlg001:12.232,NomSubj,,,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,τοῦδε,ὅδε,p-s---mg-,5,ATR,urn:cts:greekLit:tlg0012.tlg001:12.232,GenPos,,,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,νοῆσαι,νοέω,v--ana---,1,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.232,InfDyn_unknown_unknown,InfDyn,unknown,
12.232,2278008,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,.,.,u--------,0,AuxK,,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,εἰ,εἰ,c--------,17,AuxC,urn:cts:greekLit:tlg0012.tlg001:12.233,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:12.233,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἐτεὸν,ἐτεός,a-s---na-,8,ADV,urn:cts:greekLit:tlg0012.tlg001:12.233,AccAdv,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,δὴ,δή,g--------,8,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.233,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,τοῦτον,οὗτος,a-s---ma-,8,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.233,AccObj,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,ἀπὸ,ἀπό,r--------,8,AuxP,urn:cts:greekLit:tlg0012.tlg001:12.233,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,σπουδῆς,σπουδή,n-s---fg-,6,ADV,urn:cts:greekLit:tlg0012.tlg001:12.233,GenSep,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ἀγορεύεις,ἀγορεύω,v2spia---,1,ADV,urn:cts:greekLit:tlg0012.tlg001:12.233,Pres_Ind_unknown,Pres,Ind,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,",",",",u--------,1,AuxX,,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,ἐξ,ἐκ,r--------,17,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.234,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἄρα,ἄρος,n-p---na-,17,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.234,AccObj,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,δή,δή,g--------,17,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.234,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,τοι,σύ,p-s----d-,16,ATR,urn:cts:greekLit:tlg0012.tlg001:12.234,DatPos,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,ἔπειτα,ἔπειτα,d--------,17,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.234,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,θεοὶ,θεός,n-p---mn-,17,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.234,NomSubj,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,φρένας,φρήν,n-p---ma-,17,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.234,AccDirec1,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,ὤλεσαν,ὄλλυμι,v3paia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:12.234,Aor_unknown_unknown,Aor,unknown,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,αὐτοί,αὐτός,a-p---mn-,15,ATV,urn:cts:greekLit:tlg0012.tlg001:12.234,NomSubj,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,",",",",u--------,21,AuxX,,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,ὃς,ὅς,p-s---mn-,21,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.235,NomSubj,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,κέλεαι,κέλομαι,v2spie---,13,ATR,urn:cts:greekLit:tlg0012.tlg001:12.235,Pres_unknown_unknown,Pres,unknown,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,Ζηνὸς,Ζεύς,n-s---mg-,26,ATR,urn:cts:greekLit:tlg0012.tlg001:12.235,GenPos,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,μὲν,μέν,g--------,21,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.235,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,24,ἐριγδούποιο,ἐρίγδουπος,a-s---mg-,22,ATR,urn:cts:greekLit:tlg0012.tlg001:12.235,GenSep,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,25,λαθέσθαι,λανθάνω,v--an----,21,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.235,AorNoni_unknown_unknown,AorNoni,unknown,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,26,βουλέων,βουλή,n-p---fg-,25,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.236,GenVerb,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,27,",",",",u--------,33,AuxX,,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,28,ἅς,ὅς,p-p---fa-,33,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.236,AccObj,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,29,τέ,τε,g--------,33,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.236,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,30,μοι,ἐγώ,p-s---md-,33,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.236,DatVerb,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,31,αὐτὸς,αὐτός,a-s---mn-,33,AtvV,urn:cts:greekLit:tlg0012.tlg001:12.236,NomSubj,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,32,ὑπέσχετο,ὑπέχω,v3saim---,33,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:12.236,AorComp_MidDir_unknown,AorComp,MidDir,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,33,καὶ,καί,c--------,26,COORD,urn:cts:greekLit:tlg0012.tlg001:12.236,,,,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,34,κατένευσε,κατανεύω,v3saia---,33,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:12.236,Aor_Ind_unknown,Aor,Ind,
12.233-12.236,2278009,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,35,·,·,u--------,0,AuxK,,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,τύνη,σύ,p-s----n-,5,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.237,NomSubj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:12.237,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,οἰωνοῖσι,οἰωνός,n-p---md-,6,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.237,DatVerb,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,τανυπτερύγεσσι,τανυπτέρυξ,a-p---md-,3,ATR,urn:cts:greekLit:tlg0012.tlg001:12.237,DatVerb,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,κελεύεις,κελεύω,v2spia---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:12.237,Pres_Ind_unknown,Pres,Ind,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,πείθεσθαι,πείθω,v--pne---,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.238,InfDyn_unknown_unknown,InfDyn,unknown,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,",",",",u--------,13,AuxX,,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,τῶν,ὁ,p-p---mg-,13,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.238,GenVerb,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,οὔ,οὐ,d--------,11,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.238,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,τι,τις,p-s---na-,11,ADV,urn:cts:greekLit:tlg0012.tlg001:12.238,AccObj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,μετατρέπομ̓,μετατρέπομαι,v1spie---,13,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:12.238,Pres_Ind_unknown,Pres,Ind,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,οὐ,οὐ,d--------,14,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.238,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,δ̓,δέ,g--------,3,COORD,urn:cts:greekLit:tlg0012.tlg001:12.238,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,ἀλεγίζω,ἀλεγίζω,v1spia---,13,ATR_CO,urn:cts:greekLit:tlg0012.tlg001:12.238,Pres_Ind_unknown,Pres,Ind,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,εἴτ̓,εἴτε,d--------,25,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.239,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,ἐπὶ,ἐπί,r--------,18,AuxP,urn:cts:greekLit:tlg0012.tlg001:12.239,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,δεξί̓,δεξιός,a-p---na-,16,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.239,AccObj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,ἴωσι,εἰμί,v3ppsa---,25,ADV_CO,urn:cts:greekLit:tlg0012.tlg001:12.239,SubjSubor_unknown_unknown,SubjSubor,unknown,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,πρὸς,πρός,r--------,18,AuxP,urn:cts:greekLit:tlg0012.tlg001:12.239,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,ἠῶ,ἠώς,n-s---fa-,23,OBJ_CO,urn:cts:greekLit:tlg0012.tlg001:12.239,AccObj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,21,τ̓,τε,g--------,23,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.239,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,22,ἠέλιόν,ἠέλιος,n-s---ma-,23,OBJ_CO,urn:cts:greekLit:tlg0012.tlg001:12.239,AccObj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,23,τε,τε,g--------,19,COORD,urn:cts:greekLit:tlg0012.tlg001:12.239,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,24,",",",",u--------,25,AuxX,,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,25,εἴτ̓,εἴτε,d--------,13,COORD,urn:cts:greekLit:tlg0012.tlg001:12.240,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,26,ἐπ̓,ἐπί,r--------,34,AuxP,urn:cts:greekLit:tlg0012.tlg001:12.240,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,27,ἀριστερὰ,ἀριστερός,a-p---na-,26,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.240,AccObj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,28,τοί,ὁ,p-p---mn-,34,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.240,NomSubj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,29,γε,γε,g--------,28,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.240,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,30,ποτὶ,πρός,r--------,34,AuxP,urn:cts:greekLit:tlg0012.tlg001:12.240,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,31,ζόφον,ζόφος,n-s---ma-,30,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.240,AccObj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,32,ἠερόεντα,ἠερόεις,a-s---ma-,31,ATR,urn:cts:greekLit:tlg0012.tlg001:12.240,AccObj,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,33,.,.,u--------,0,AuxK,,,,,
12.237-12.240,2278010,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,34,[0],,,25,ADV_CO,,,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,ἡμεῖς,ἐγώ,p-p---mn-,5,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.241,NomSubj,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,δὲ,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:12.241,,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,μεγάλοιο,μέγας,a-s---mg-,4,ATR,urn:cts:greekLit:tlg0012.tlg001:12.241,GenSep,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,Διὸς,Ζεύς,n-s---mg-,6,ATR,urn:cts:greekLit:tlg0012.tlg001:12.241,GenPos,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,πειθώμεθα,πείθω,v1ppse---,2,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:12.241,FutHypo_unknown_unknown,FutHypo,unknown,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,βουλῇ,βουλή,n-s---fd-,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.241,DatVerb,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,",",",",u--------,13,AuxX,,,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,ὃς,ὅς,p-s---mn-,13,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.242,NomSubj,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,πᾶσι,πᾶς,a-p---md-,11,ATR,urn:cts:greekLit:tlg0012.tlg001:12.242,DatVerb,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,θνητοῖσι,θνητός,a-p---md-,11,OBJ_CO,urn:cts:greekLit:tlg0012.tlg001:12.242,DatVerb,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,καὶ,καί,c--------,13,COORD,urn:cts:greekLit:tlg0012.tlg001:12.242,,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,ἀθανάτοισιν,ἀθάνατος,a-p---md-,11,OBJ_CO,urn:cts:greekLit:tlg0012.tlg001:12.242,DatVerb,,,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,ἀνάσσει,ἀνάσσω,v3spia---,4,ATR,urn:cts:greekLit:tlg0012.tlg001:12.242,PresIter_Ind_unknown,PresIter,Ind,
12.241-12.242,2278011,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,.,.,u--------,0,AuxK,,,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,εἷς,εἷς,m--------,2,ATR,urn:cts:greekLit:tlg0012.tlg001:12.243,,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,οἰωνὸς,οἰωνός,n-s---mn-,8,SBJ_AP,urn:cts:greekLit:tlg0012.tlg001:12.243,NomSubj,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,ἄριστος,ἄριστος,a-s---mn-,9,PNOM,urn:cts:greekLit:tlg0012.tlg001:12.243,NomPred,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,ἀμύνεσθαι,ἀμύνω,v--pne---,8,SBJ_AP,urn:cts:greekLit:tlg0012.tlg001:12.243,PresNoni_unknown_unknown,PresNoni,unknown,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,περὶ,περί,r--------,4,AuxP,urn:cts:greekLit:tlg0012.tlg001:12.243,,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,πάτρης,πάτρη,n-s---fg-,5,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.243,GenSep,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,.,.,u--------,0,AuxK,,,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,[1],,,9,APOS,,,,,
12.243,2278012,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,[0],,,0,PRED,,,,,
12.244,2278013,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,τίπτε,τίπτε,p--------,3,ADV,urn:cts:greekLit:tlg0012.tlg001:12.244,DatLoc,,,
12.244,2278013,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,σὺ,σύ,p-s----n-,3,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.244,NomSubj,,,
12.244,2278013,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,δείδοικας,δείδω,v2sria---,0,PRED,urn:cts:greekLit:tlg0012.tlg001:12.244,Perf_unknown_unknown,Perf,unknown,
12.244,2278013,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,πόλεμον,πόλεμος,n-s---ma-,5,OBJ_CO,urn:cts:greekLit:tlg0012.tlg001:12.244,AccObj,,,
12.244,2278013,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,καὶ,καί,c--------,3,COORD,urn:cts:greekLit:tlg0012.tlg001:12.244,,,,
12.244,2278013,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,δηϊοτῆτα,δηιοτής,n-s---fa-,5,OBJ_CO,urn:cts:greekLit:tlg0012.tlg001:12.244,AccObj,,,
12.244,2278013,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,;,;,u--------,0,AuxK,,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,1,εἴ,εἰ,c--------,18,AuxC,urn:cts:greekLit:tlg0012.tlg001:12.245,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,2,περ,πέρ,g--------,1,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.245,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,3,γάρ,γάρ,g--------,8,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.245,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,4,τ̓,τε,g--------,8,AuxY,urn:cts:greekLit:tlg0012.tlg001:12.245,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,5,ἄλλοι,ἄλλος,a-p---mn-,8,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.245,NomSubj,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,6,γε,γε,g--------,5,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.245,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,7,περὶ,περί,d--------,8,ADV,urn:cts:greekLit:tlg0012.tlg001:12.245,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,8,κτεινώμεθα,κτείνω,v1ppse---,1,ADV,urn:cts:greekLit:tlg0012.tlg001:12.245,NomSubj_unknown_unknown,NomSubj,unknown,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,9,πάντες,πᾶς,a-p---mn-,5,ATR,urn:cts:greekLit:tlg0012.tlg001:12.245,NomSubj,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,10,νηυσὶν,ναῦς,n-p---fd-,11,ADV,urn:cts:greekLit:tlg0012.tlg001:12.246,DatLoc,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,11,ἐπ̓,ἐπί,r--------,8,AuxP,urn:cts:greekLit:tlg0012.tlg001:12.246,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,12,Ἀργείων,Ἀργεῖος,a-p---mg-,10,ATR,urn:cts:greekLit:tlg0012.tlg001:12.246,GenSep,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,13,",",",",u--------,1,AuxX,,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,14,σοὶ,σύ,p-s----d-,18,OBJ,urn:cts:greekLit:tlg0012.tlg001:12.246,DatVerb,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,15,δ̓,δέ,g--------,0,COORD,urn:cts:greekLit:tlg0012.tlg001:12.246,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,16,οὐ,οὐ,d--------,18,AuxZ,urn:cts:greekLit:tlg0012.tlg001:12.246,,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,17,δέος,δέος,n-s---nn-,18,SBJ,urn:cts:greekLit:tlg0012.tlg001:12.246,NomSubj,,,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,18,ἔστ̓,εἰμί,v3spia---,15,PRED_CO,urn:cts:greekLit:tlg0012.tlg001:12.246,PresIter_Ind_unknown,PresIter,Ind,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,19,ἀπολέσθαι,ἀπόλλυμι,v--anm---,17,ATR,urn:cts:greekLit:tlg0012.tlg001:12.246,InfDyn_unknown_unknown,InfDyn,unknown,
12.245-12.246,2278014,urn:cts:greekLit:tlg0012.tlg001.perseus-grc1,20,·,·,u--------,0,AuxK,,,,,
